MARK,RAM,typeRam,CPU_Brand,CPU_Modifier,CPU_Generation,GPU,STOCKAGEHDD,STOCKAGESSD,TypeStockage,Stockage,COULEUR,POIDS,ECRAN,PRIX,RATE
Lenovo,4go,ddr3,intel,i5,4,:intel®hdgraphics,,,,,noir,1.8,,"2,100.00 Dhs",1 out of 5
Lenovo,50,ddr3,intel,i5,4,,,,,,noir,1.5,"14""","2,300.00 Dhs",0 out of 5
DELL,32gb,ddr4,intel,i7,11,:inteluhdgraphics,,512.0,ssd,,,1.49,,"19,160.00 Dhs",0 out of 5
Lenovo,8go,ddr3,intel,i5,4,:intel®hdgraphics,,,,,noir,2,,"2,299.00 Dhs",1 out of 5
Hp,8go,ddr4,intel,i5,6,,,,,,gris,1.28,,"2,200.00 Dhs",4.3 out of 5
Hp,16gb,ddr4,amd,,5,:amdradeon™graphics,,256.0,ssd,,argent,1.38,,"9,525.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i7,6,:intelhdgraphics520,,256.0,ssd,,noir,1,,"2,900.00 Dhs",0 out of 5
Hp,16gb,,intel,i7,7,:intel®hd260,,512.0,ssd,,argent,1.29,"3""","4,999.00 Dhs",1 out of 5
Hp,8go,,intel,i5,4,,,,,,noir,1.5,,"2,900.00 Dhs",3.5 out of 5
Hp,3,ddr3,intel,i5,4,,,,,500.0,noir,2,"14""","1,799.00 Dhs",0 out of 5
Hp,8,ddr4,intel,i5,6,.intelhdgraphics520,,,hdd,,,,,"2,799.00 Dhs",4.8 out of 5
Lenovo,2,ddr4,intel,i5,5,,,256.0,ssd,,noir,1,"14""","3,699.00 Dhs",0 out of 5
Lenovo,4,ddr4,intel,i5,6,:intelhdgraphics520,,,ssd,,noir,1.5,8cm,"2,098.00 Dhs",4 out of 5
DELL,16go,ddr4,,i7,6,,,256.0,hdd,,argentetnoir,1.3,,"3,290.00 Dhs",0 out of 5
Lenovo,16go,ddr4,intel,i5,6,:intel®hdgraphics520,,256.0,ssd,,noir,1.5,"14""","2,490.00 Dhs",0 out of 5
Lenovo,8go,ddr3,intel,i7,6,:intel®hdgraphics,,256.0,ssd,,noir,1.6,,"3,599.00 Dhs",0 out of 5
Hp,8go,ddr4,,i5,7,:intelhd620,,256.0,ssd,,silver,1.28,3pouce,"5,299.00 Dhs",0 out of 5
Lenovo,16go,ddr4,intel,i5,6,:inteluhdgraphircs620,,256.0,ssd,,noir,1.65,,"3,200.00 Dhs",4.5 out of 5
Hp,16go,ddr3,intel,i5,4,:intelhdgraphics5500,,,ssd,,,2,"14""","7,500.00 Dhs",4 out of 5
DELL,16go,ddr4,intel,i5,8,:inteluhdgraphics620,,256.0,ssd,,noir,1.2,"14""","3,200.00 Dhs",0 out of 5
Msi,40,,intel,i7,13,,,,ssd,,black,1.34,6pouce,"18,299.00 Dhs",0 out of 5
Hp,32gb,ddr4,intel,i5,6,.intelhdgraphics520,,,,,gris,1.5,,"3,799.00 Dhs",5 out of 5
Hp,8gb,ddr4,intel,i5,6,.intelhdgraphics520,,,,,gris,1.5,,"2,620.00 Dhs",5 out of 5
Hp,16go,ddr4,intel,i5,5,,,512.0,ssd,,gris,1.4,13pouce,"4,999.00 Dhs",0 out of 5
Toshiba,8go,ddr3,intel,i5,3,,,128.0,ssd,,noir,1.6,"3""","1,999.00 Dhs",0 out of 5
Apple,8go,,,,,:applem18coeurs,,,,256.0,grissidéral,1.24,3pouce,"8,999.00 Dhs",0 out of 5
Lenovo,8go,,intel,i5,5,intégré:intelhd520®hd,,,,,noir,2,"14""","2,199.00 Dhs",2.7 out of 5
Hp,3,ddr3,intel,i3,4,,,,,320.0,noir,2,"14""","1,699.00 Dhs",3.1 out of 5
Hp,3,ddr3,intel,i5,4,,,,,500.0,noiretargent,1.6,"14""","1,899.00 Dhs",0 out of 5
Hp,8gb,ddr4,intel,i5,6,.intelhdgraphics520,,,,,gris,1.5,,"2,799.00 Dhs",0 out of 5
Hp,16go,ddr4,intel,i7,6,2:nvidiaquadrom2000m–4gogddr5,,256.0,ssd,,noir,1.5,,"5,500.00 Dhs",4 out of 5
Hp,4,ddr4,intel,i7,8,,,,ssd,512.0,argent,1,,"4,900.00 Dhs",0 out of 5
Lenovo,4gb,ddr4,,,,:integratedinteluhdgraphics600,,256.0,ssd,,abyssblue,1.7,"6""","2,999.00 Dhs",0 out of 5
Hp,21,ddr4,intel,i5,7,,,512.0,ssd,,gris,1.4,8cm,"4,999.00 Dhs",0 out of 5
Hp,8go,ddr3,intel,i5,,intégréeintelirisgraphics6100,,128.0,ssd,,grisetnoir,2,3pouce,"4,999.00 Dhs",5 out of 5
Lenovo,8go,ddr3,intel,i5,6,:intel®hdgraphics,,,,,noir,2.5,,"2,499.00 Dhs",5 out of 5
Hp,1,ddr4,intel,i5,6,.intelhdgraphics520,,256.0,ssd,,gris,2,,"2,490.00 Dhs",0 out of 5
Hp,16go,ddr4,intel,i7,7,,,512.0,ssd,,gris,1.4,13pouce,"6,999.00 Dhs",4 out of 5
Hp,1,,intel,i5,5,"sortiesdelaprisesencharge:displayport,embeddeddisplayport(edp),hdmi",,256.0,ssd,,noir,0.5,,"2,299.00 Dhs",0 out of 5
Hp,8go,,intel,i3,3,,,512.0,ssd,,argent,,6pouce,"6,600.00 Dhs",4 out of 5
Hp,32go,ddr4,intel,i5,8,intégrée:oui,,256.0,ssd,256.0,duproduitargent,1.48,"14""","3,299.00 Dhs",5 out of 5
Hp,8go,ddr4,,i5,7,:intelhd620,,256.0,ssd,,argent,1.28,3pouce,"3,900.00 Dhs",0 out of 5
Hp,32gb,ddr4,intel,i5,6,.intelhdgraphics520,,,,,gris,1.5,,"3,999.00 Dhs",1 out of 5
Asus,4gb,,,,,,,,,128.0,noir,1.3,"14""","2,799.00 Dhs",0 out of 5
Asus,16gb,ddr4,,,,:nvidiageforcegtx1650-4gbgddr6,,512.0,ssd,,grisfoncé,2,"6""","9,990.00 Dhs",0 out of 5
Hp,16,ddr4,intel,i7,8,,,256.0,ssd,,gris,1.48,,"4,300.00 Dhs",0 out of 5
Asus,8,ddr4,amd,,3,:amdradeon™graphics,,256.0,ssd,,bleu,1.6,,"5,490.00 Dhs",0 out of 5
DELL,8gb,ddr4,intel,i5,11,:intel®iris®xegraphics,,256.0,ssd,,noir,1.52,cm,"9,850.00 Dhs",0 out of 5
DELL,8gb,ddr4,intel,i3,11,:intel®iris®xegraphics,,256.0,ssd,,noir,1.78,cm,"5,390.00 Dhs",0 out of 5
Hp,16go,ddr4,intel,i7,6,,,512.0,ssd,,noiretargent,1.6,,"4,409.00 Dhs",0 out of 5
Hp,21,ddr4,intel,i5,7,,,,ssd,256.0,gris,1.4,8cm,"4,299.00 Dhs",5 out of 5
Asus,4gb,ddr4,,,,:intel®uhdgraphics600,,,,,rose,1.3,"0""","2,199.00 Dhs",2 out of 5
Hp,16gb,ddr4,intel,i5,6,.intelhdgraphics520,,,,,gris,1.5,,"2,899.00 Dhs",2.3 out of 5
Asus,4gb,,,,,,,,,128.0,noir,1.3,"14""","2,499.00 Dhs",0 out of 5
Apple,,,,,,,,512.0,ssd,,grissidéral,1.34,,"21,499.00 Dhs",0 out of 5
Apple,,,,,,,,,,,spacegrey,1.24,6pouce,"15,175.00 Dhs",0 out of 5
Hp,4,ddr4,intel,i7,8,,,,ssd,512.0,argent,2,,"4,800.00 Dhs",0 out of 5
Fujitsu,3,ddr3,,i5,4,,,,,,noir,1.6,,"1,999.00 Dhs",0 out of 5
Hp,16,ddr4,amd,,5,:amdradeongraphics,,512.0,ssd,,argent,1.7,,"14,660.00 Dhs",0 out of 5
DELL,1,ddr4,intel,i5,5,:intégrée-inteluhdgraphics620,,256.0,ssd,,noir,1.19,,"2,790.00 Dhs",0 out of 5
DELL,8go,ddr4,intel,i5,7,,,256.0,ssd,,noir,2,1pouce,"4,900.00 Dhs",0 out of 5
Hp,32go,ddr4,intel,i7,10,:nvidiaquadrot1000-4gogddr5,,512.0,ssd,,argent,2,,"10,862.00 Dhs",0 out of 5
Asus,,,amd,,7,,,,,512.0,gris,2.5,30pouce,"14,500.00 Dhs",3 out of 5
Asus,8go,ddr4,intel,i5,11,:nvidiartx3050ti4gogddr6,,512.0,ssd,,noir,2,,"11,890.00 Dhs",0 out of 5
Msi,40,ddr4,intel,i7,12,,,,ssd,,noir,1.98,"6""","14,499.00 Dhs",0 out of 5
DELL,,,,,,,,256.0,ssd,,noir,21,,"6,500.00 Dhs",0 out of 5
Razer,3,ddr4,intel,i7,10,,,512.0,ssd,,noir,2.7,"6""","16,599.00 Dhs",0 out of 5
Hp,16gb,ddr4,,,,,,512.0,ssd,,noir,2.5,"1""","12,499.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i7,6,:intégréeintelhdgraphics520,,256.0,hdd,,noiretargent,2.5,,"3,719.00 Dhs",0 out of 5
DELL,30,,intel,i7,12,ports:2portsthunderbolt™4avec(usb-c™);1portusb-c3.2gen2avecmodealternatifdisplayport;1portusb3.2gen1avecpowershare;1portusb3.2gen1;1porthdmi2.0a(uma)/1porthdmi2.1(d);1portethernetrj45;1portcasque(combinécasqueetmicrophone).,,1000.0,ssd,,gris,2.67,,"34,030.00 Dhs",0 out of 5
Msi,8go,,,,,,,512.0,ssd,,black,1.31,"3""","12,000.00 Dhs",0 out of 5
Hp,4go,ddr3,intel,i3,4,,,,,320.0,,2,"14""","2,250.00 Dhs",3.9 out of 5
Acer,32go,ddr4,amd,,9,,,1000.0,ssd,,noir,1,,"19,000.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i7,6,:intelhdgraphics520,,256.0,ssd,,argent,":1,28kg",,"2,850.00 Dhs",2 out of 5
,,,,,,,,,,,,,,,
Lenovo,16go,ddr4,intel,i5,11,,,,ssd,,noir,2,"6""","7,799.00 Dhs",0 out of 5
Microsoft,8,ddr4,,i5,10,:intelirisplusgraphicsg7,,128.0,ssd,,,1.265,"3""","9,900.00 Dhs",0 out of 5
DELL,8go,,intel,i5,6,,,,,,noir,1.6,,"2,749.00 Dhs",0 out of 5
Hp,8go,ddr4,amd,,5,,,2512.0,ssd,,noir,2,,"5,970.00 Dhs",4.4 out of 5
Hp,32,,intel,i7,12,:nvidiartx™a10004gbgddr6&intelirisxegraphics.,,512.0,ssd,,argent,1.93,,"24,185.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i7,6,:intelhdgraphics520,,256.0,ssd,,argentnoir,1.6,,"2,799.00 Dhs",0 out of 5
DELL,8go,,intel,i5,6,,,,,,noir,1.6,,"2,699.00 Dhs",5 out of 5
Hp,16go,ddr4,,,,,,512.0,ssd,,noir,2.4,"6""","18,999.00 Dhs",0 out of 5
Hp,8go,,intel,i5,6,résolutionmaximum(hdmi)deintégrée:4096x2304pixels,,,,,argentetnoir,1.6,6cm,"2,499.00 Dhs",0 out of 5
Hp,,,,,,,,,,,argent,,,"2,950.00 Dhs",0 out of 5
DELL,32go,,intel,i7,12,:nvidiageforcertx30504gogddr6/intel®iris®xegraphics,,1000.0,ssd,,argent,1.92,,"28,465.00 Dhs",0 out of 5
Hp,16,ddr4,intel,i5,12,:inteluhdgraphics.,,256.0,ssd,,argent,1.28,,"13,270.00 Dhs",0 out of 5
Hp,4go,ddr4,intel,i3,6,:intelhd520,1000.0,,hdd,,noir,2,,"2,304.00 Dhs",0 out of 5
Asus,8,ddr4,amd,,3,:amdradeon™graphics,,256.0,ssd,,bleu,1.6,,"5,490.00 Dhs",0 out of 5
DELL,30,,intel,i7,12,ports:2portsthunderbolt™4avec(usb-c™);1portusb-c3.2gen2avecmodealternatifdisplayport;1portusb3.2gen1avecpowershare;1portusb3.2gen1;1porthdmi2.0a(uma)/1porthdmi2.1(d);1portethernetrj45;1portcasque(combinécasqueetmicrophone).,,1000.0,ssd,,gris,2.67,,"31,995.00 Dhs",0 out of 5
Asus,8,ddr4,amd,,3,:amdradeon™graphics,,256.0,ssd,,bleu,1.6,,"5,490.00 Dhs",0 out of 5
Lenovo,8go,ddr4,intel,i7,8,,,,,256.0,noir,1,14pouce,"4,999.00 Dhs",0 out of 5
DELL,4gb,ddr4,intel,i3,11,,,256.0,ssd,,noir,1.78,,"4,490.00 Dhs",0 out of 5
Hp,8go,,intel,i5,6,.intelhdgraphics520,,256.0,ssd,,gris,2,,"2,890.00 Dhs",4.1 out of 5
Lenovo,4,ddr4,intel,i5,4,:intelhdgraphics5500,,,ssd,128.0,noir,1.42,8cm,"2,099.00 Dhs",3 out of 5
DELL,8gb,ddr4,intel,i3,11,:intel®iris®xegraphics,,256.0,ssd,,noir,1.78,cm,"5,390.00 Dhs",0 out of 5
Hp,16gb,ddr3,intel,i5,11,:intel®iris®xᵉ,,256.0,ssd,,,1.32,,"15,800.00 Dhs",5 out of 5
DELL,8,ddr4,intel,i5,10,:inteluhd620,,256.0,ssd,,argent,1.82,,"7,170.00 Dhs",0 out of 5
Hp,8,ddr4,intel,i7,7,,,256.0,ssd,,noir,,,"20,000.00 Dhs",0 out of 5
Hp,16,ddr4,intel,i5,12,:inteluhdgraphics.,,256.0,ssd,,argent,1.74,,"13,270.00 Dhs",0 out of 5
Lenovo,16gb,ddr4,amd,,5,:amdradeongraphics,,512.0,ssd,,noir,1.39,,"13,060.00 Dhs",0 out of 5
DELL,4gb,ddr3,,,,,,,,2128.0,,1.18,"3""","4,190.00 Dhs",0 out of 5
DELL,16gb,ddr4,intel,i7,12,:intelirisxegraphics.,,512.0,ssd,,noir,1.22,,"17,020.00 Dhs",0 out of 5
DELL,32go,,intel,i7,12,:nvidiageforcertx30504gogddr6/intel®iris®xegraphics,,1000.0,ssd,,argent,1.92,,"28,465.00 Dhs",0 out of 5
DELL,16go,ddr4,intel,i7,11,:intel®irisxe,,512.0,ssd,,gris,1.16,,"10,799.00 Dhs",0 out of 5
Lenovo,16gb,ddr4,amd,,5,:amdradeongraphics,,512.0,ssd,,noir,1.39,,"13,060.00 Dhs",0 out of 5
Hp,32,,intel,i7,12,:nvidiartx™a10004gbgddr6&intelirisxegraphics.,,512.0,ssd,,argent,1.93,,"24,185.00 Dhs",0 out of 5
Hp,12gb,ddr4,intel,i5,10,:inteluhdgraphics,1000.0,,hdd,,noir,1.74,,"7,699.00 Dhs",0 out of 5
Hp,32,,intel,i7,12,:intel®iris®xegraphics,,1000.0,ssd,,argent,1.28,,"18,840.00 Dhs",0 out of 5
Hp,32,,intel,i7,12,:nvidiartx™a10004gbgddr6&intelirisxegraphics.,,512.0,ssd,,argent,1.93,,"24,185.00 Dhs",0 out of 5
DELL,32go,,intel,i7,12,:nvidiageforcertx30504gogddr6/intel®iris®xegraphics,,1000.0,ssd,,argent,1.92,,"28,465.00 Dhs",0 out of 5
DELL,8,,,i5,5,nomdela:intelhdgraphics520,,,ssd,,noir,2,,"2,600.00 Dhs",0 out of 5
DELL,8gb,ddr4,intel,i3,11,:intel®iris®xegraphics,,256.0,ssd,,noir,1.78,cm,"5,390.00 Dhs",0 out of 5
DELL,16gb,ddr4,intel,i5,12,:intelirisxegraphics,,512.0,ssd,,argent,1.36,,"12,200.00 Dhs",0 out of 5
Hp,50,ddr4,intel,i7,11,,,512.0,ssd,,argent,1.35,,"20,250.00 Dhs",0 out of 5
Lenovo,16gb,,amd,,6,:amdradeon™680mgraphics,,512.0,ssd,,noir,1.36,"14""","17,760.00 Dhs",0 out of 5
Asus,4gb,ddr4,,,,:intel®uhdgraphics600,,,,,rose,1.3,"0""","4,399.00 Dhs",0 out of 5
Lenovo,16gb,ddr4,intel,i7,11,:intel®iris®xegraphics,,512.0,ssd,,noir,1.47,,"16,695.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i7,6,,,256.0,ssd,,,2,,"3,500.00 Dhs",0 out of 5
DELL,16gb,ddr4,intel,i5,12,:intelirisxegraphics,,256.0,ssd,,argent,1.36,,"11,450.00 Dhs",0 out of 5
DELL,32go,,intel,i7,12,:nvidiageforcertx30504gogddr6/intel®iris®xegraphics,,1000.0,ssd,,argent,1.92,,"28,465.00 Dhs",0 out of 5
Hp,16,ddr4,intel,i5,11,:inteluhdgraphics,,512.0,ssd,,argent,1.17,33cm,"14,875.00 Dhs",0 out of 5
Lenovo,16gb,ddr4,amd,,5,:amdradeongraphics,,512.0,ssd,,noir,1.39,,"13,060.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i3,6,:intelhd520,,128.0,ssd,,,2,,"2,156.00 Dhs",4 out of 5
DELL,16go,ddr3,intel,i7,5,,,256.0,hdd,,noir,1.6,"14""","2,599.00 Dhs",3.5 out of 5
Lenovo,8go,ddr3,intel,i5,5,:intel®hdgraphics5500,,160.0,ssd,,noir,1.5,,"1,999.00 Dhs",0 out of 5
DELL,8gb,ddr4,intel,i5,8,.inteluhdgraphics620,,256.0,ssd,,noir,1,,"4,200.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i5,6,,,256.0,ssd,,gris,1.28,,"2,339.00 Dhs",5 out of 5
Hp,8go,ddr4,intel,i5,6,,,256.0,ssd,,gris,1.48,14pouce,"3,400.00 Dhs",0 out of 5
Hp,1,ddr4,intel,i5,6,.intelhdgraphics520,,256.0,ssd,,gris,4,,"2,500.00 Dhs",0 out of 5
DELL,16gb,ddr4,intel,i5,11,:intelirisxegraphics,,256.0,ssd,,argent,1.36,,"11,235.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i3,6,:intelhd520,,,,,noir,1.95,,"2,156.00 Dhs",0 out of 5
Hp,3,ddr3,intel,i5,5,:intelhdgraphics,,32.0,ssd,500.0,noir,1.5,"14""","2,199.00 Dhs",0 out of 5
Hp,3,ddr3,intel,i5,5,:intelhdgraphics,,32.0,ssd,500.0,noir,1.5,"14""","2,199.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i5,8,,,256.0,ssd,,argent,1.53,"14""","4,799.00 Dhs",0 out of 5
Lenovo,8go,ddr4,,,,intelhd520intégrée,,,,,noir,2.2,,"2,199.00 Dhs",0 out of 5
Lenovo,16gb,ddr4,intel,i7,,:intel®iris®xegraphics,,256.0,ssd,,noir,1.4,,"7,391.00 Dhs",0 out of 5
Lenovo,8go,ddr3,intel,i5,5,:intel®hdgraphics5500,,,ssd,,noir,1.63,,"2,199.00 Dhs",0 out of 5
Fujitsu,8go,ddr4,intel,i5,8,:intel®hd620,,,,,noir,1.49,,"2,750.00 Dhs",0 out of 5
Hp,16go,ddr4,,i5,6,:inteluhd520,,256.0,ssd,,argentetnoir,1.48,,"2,799.00 Dhs",0 out of 5
Lenovo,32gb,ddr4,intel,i7,12,:intel®iris®xegraphics,,512.0,ssd,,noir,1.36,,"18,832.00 Dhs",0 out of 5
Lenovo,,,,,,,,,,,noir,1.8,,"2,300.00 Dhs",0 out of 5
Lenovo,,,,,,,,,,,noir,1.8,,"2,300.00 Dhs",0 out of 5
Lenovo,50,ddr3,intel,i5,4,,,,,,noir,1.5,"14""","2,350.00 Dhs",4 out of 5
Apple,,,,,,,,,,,midnight,1.24,,"14,975.00 Dhs",0 out of 5
Hp,32go,ddr4,intel,i7,8,:inteluhdgraphics620,,512.0,ssd,,gris,3,3pouce,"5,500.00 Dhs",0 out of 5
Hp,10,ddr4,intel,i7,,,,,ssd,,noir,2.65,6pouce,"4,250.00 Dhs",0 out of 5
Apple,16go,,,,,:intégrée-inteluhd630+radeonpro560x,,512.0,ssd,,gris,1,"4""","9,700.00 Dhs",0 out of 5
Hp,20,ddr4,intel,i7,7,,,,ssd,,noir,2.65,6pouce,"5,800.00 Dhs",0 out of 5
DELL,16go,ddr3,intel,i7,4,,,256.0,hdd,,noir,1.6,"14""","2,399.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i3,6,:intelhd520,,128.0,ssd,,noir,1.95,,"1,840.00 Dhs",0 out of 5
Hp,32go,ddr4,intel,i7,7,:amdradeonprowx3100,,,ssd,,gris,2,,"8,500.00 Dhs",0 out of 5
Apple,8go,,,i5,,:‎intelhdgraphics6000,,128.0,ssd,,argent,1.6,3pouce,"5,699.00 Dhs",0 out of 5
Hp,16go,ddr4,intel,i5,8,:inteluhdgraphics620,,256.0,ssd,,gris,1.5,"14""","3,499.00 Dhs",0 out of 5
Apple,4go,,,i5,,:‎intelhdgraphics6000,,128.0,ssd,,argent,1.6,3pouce,"5,699.00 Dhs",0 out of 5
Apple,8go,ddr3,intel,i5,6,:intégrée-intelirisgraphics550,,500.0,ssd,,gris,1,,"4,874.00 Dhs",0 out of 5
Apple,,,,,,,,,,,starlight,1.24,,"15,275.00 Dhs",0 out of 5
Apple,,,,,,,,,,,silver,1.24,,"15,275.00 Dhs",0 out of 5
Asus,4go,,intel,i3,11,:intelirisxe,,256.0,ssd,,bleu,1.73,"6""","4,290.00 Dhs",0 out of 5
DELL,16gb,ddr4,intel,i5,13,:inteluhdgraphics.,,256.0,ssd,,gris,1.613,,"11,990.00 Dhs",0 out of 5
Asus,4go,ddr4,intel,i3,10,,1000.0,,hdd,,grey,1.9,,"4,799.00 Dhs",0 out of 5
Lenovo,16gb,,intel,i7,11,:intel®iris®xegraphics,,512.0,ssd,,noir,1.2,,"24,396.00 Dhs",0 out of 5
DELL,8go,,,i5,5,,,,,256.0,noir,,,"2,749.00 Dhs",0 out of 5
Hp,16go,ddr4,intel,i5,8,:inteluhdgraphics620,,256.0,ssd,,gris,1.51,14pouce,"4,250.00 Dhs",0 out of 5
DELL,32gb,ddr4,intel,i7,12,:intelirisxegraphics.,,512.0,ssd,,noir,1.22,,"18,725.00 Dhs",0 out of 5
Hp,16go,ddr4,intel,i7,8,:inteluhdgraphics620,,256.0,ssd,,gris,3,3pouce,"4,900.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i5,8,:inteluhdgraphics620,,256.0,ssd,,gris,1.51,14pouce,"3,980.00 Dhs",0 out of 5
Hp,32go,,intel,i7,7,,,1000.0,ssd,,gris,1.6,6cm,"4,500.00 Dhs",0 out of 5
Lenovo,8go,ddr4,intel,i5,6,:intel®hdgraphics520,,256.0,ssd,,noir,1.5,"14""","2,899.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i5,8,:inteluhdgraphics620,,256.0,ssd,,gris,1.51,14pouce,"3,990.00 Dhs",0 out of 5
Hp,16go,ddr4,intel,i5,8,:inteluhdgraphics620,,256.0,ssd,,gris,1.51,14pouce,"4,250.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i5,8,,,256.0,ssd,,argent,1.33,"3""","3,199.00 Dhs",0 out of 5
Hp,32go,ddr4,intel,i7,8,:inteluhdgraphics620,,512.0,ssd,,gris,3,3pouce,"5,450.00 Dhs",0 out of 5
Lenovo,16go,,intel,i7,7,descriptiondela:intégrée,,256.0,ssd,,noir,1.6,14pouce,"4,899.00 Dhs",0 out of 5
Hp,16go,ddr4,intel,i7,8,:inteluhdgraphics620,,256.0,ssd,,gris,3,3pouce,"4,890.00 Dhs",0 out of 5
Hp,8go,ddr4,intel,i5,6,:intelhdgraphics520,,240.0,ssd,,argentnoir,1.6,,"2,299.00 Dhs",3 out of 5
Hp,8go,ddr4,intel,i5,6,,,256.0,ssd,,gris,1.28,,"2,390.00 Dhs",2.9 out of 5
Hp,3,ddr3,intel,i3,4,,,,,500.0,noiretargent,2,"14""","1,799.00 Dhs",2.7 out of 5
Hp,8go,ddr4,intel,i5,6,,,,,,gris,1.28,,"2,300.00 Dhs",2.9 out of 5
Hp,1,ddr4,intel,i5,6,nombred'affichagesprisenchargeparlaintégrée:3,,,,7200000.0,noir,1.5,6cm,"2,560.00 Dhs",2.2 out of 5
Hp,4go,ddr3,,,,,,,,320.0,noir,2,"14""","1,799.00 Dhs",3 out of 5
Lenovo,2,,intel,,3,,,,,500.0,,,,"2,999.00 Dhs",3.7 out of 5
DELL,4,,intel,i5,,,,,,,noir,,"6""","6,720.00 Dhs",0 out of 5
Lenovo,4,,,,,,,,,,,,,"2,799.00 Dhs",5 out of 5
Lenovo,4,,,,,,,,,,,,,"2,799.00 Dhs",5 out of 5
Asus,2,,intel,,,,,,,,blanc,,"6""","3,324.00 Dhs",0 out of 5
Lenovo,4,,intel,i3,6,,,,,,,,,"4,190.00 Dhs",0 out of 5
Lenovo,4,,,,,,,,,,,,,"2,799.00 Dhs",0 out of 5
