ECRAN,RAM,POIDS,PRIX,STOCKAGESSD,STOCKAGEHDD,STOCKAGEFlash,_Acer,_Apple,_Asus,_Dell,_HP,_Lenovo,_MSI,_Toshiba,CPU_Modifier,CPU_Generation,CPU_AMD,CPU_Intel,Grapihque_AMD Graphique,Grapihque_Intel HD Graphics,Grapihque_Intel HD Graphics 400,Grapihque_Intel HD Graphics 520,Grapihque_Intel HD Graphics 530,Grapihque_Intel HD Graphics 620,Grapihque_Intel Iris,Grapihque_Nvidia  GTX,Grapihque_Nvidia  M,Grapihque_Nvidia  MX,Grapihque_Nvidia GeForce 920,_DELL,_Hp,ryzen,Grapihque_Intel HD Graphiques,Grapihque_Intel UHD Graphics 620,Grapihque_Nvidia  Quadro,Grapihque_carte graphiques intégré
12.5,4,1.2599999904632568,7953.638399999999,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,5,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,12,2.299999952316284,5364.2303999999995,0.0,2000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,16,2.5,15152.832,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,6.0,0,1,0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,4,1.7999999523162842,4066.3296,128.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,3,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.0,3720.43584,128.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,4.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,32,4.420000076293945,22945.35168,1000.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,16,4.300000190734863,15024.96,256.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,6.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,16,1.4700000286102295,11278.310399999998,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,7,6.0,0,1,0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.200000047683716,2103.4943999999996,0.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,3.0,0,1,0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,16,1.7000000476837158,14698.8864,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,16,1.600000023841858,12090.2976,256.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.200000047683716,6962.630399999999,128.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,5,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.4000000953674316,6387.2064,0.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,16,4.199999809265137,14698.8864,256.0,1000.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.619999885559082,6297.696,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.240000009536743,8561.0304,128.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.3700000047683716,12595.392,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.0799999237060547,6131.462399999999,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,7.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,8,0.9200000166893005,7448.543999999999,0.0,0.0,512.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.4199999570846558,14897.087999999998,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,4,1.6299999952316284,1911.6863999999998,0.0,0.0,32.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,3.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,1.9500000476837158,5178.816,128.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.9,8,1.3799999952316284,8624.9664,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.0,4724.8704,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,3,6.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,3.140000104904175,13202.14464,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.369999885559082,7026.5664,256.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.2899999618530273,9584.0064,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.059999942779541,11182.4064,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.6,4,1.6299999952316284,4756.8384,128.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,4.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,8,1.2599999904632568,8880.7104,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.0999999046325684,4987.008,0.0,500.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,5,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.0399999618530273,4021.5743999999995,0.0,2000.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,1,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,16,2.619999885559082,10734.854399999998,512.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.4000000953674316,3893.7024,0.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,12,3.740000009536743,11182.4064,0.0,1000.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,7,7.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,16,2.9000000953674316,15440.544,512.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,1.9800000190734863,6144.2496,0.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.180000066757202,5049.729216,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,7.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.3200000524520874,11885.7024,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.6,4,1.2300000190734863,2461.5359999999996,0.0,0.0,16.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,0,1,0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,16,4.360000133514404,16016.095871999998,128.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,4,1.7599999904632568,4827.168,0.0,500.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.0999999046325684,3132.22464,0.0,500.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,4,1.25,6969.023999999999,128.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.1299999952316284,15977.606399999999,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.4000000953674316,7665.9264,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,5,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.1299999952316284,11988.0,0.0,0.0,256.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,4,1.75,3190.4064,128.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,4.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.100000023841858,8682.508799999998,256.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,4,1.7599999904632568,3740.256,0.0,500.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,3,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.6,4,1.350000023841858,2269.728,0.0,0.0,32.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3.0,0,1,0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.5,3957.6384,128.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,3,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,16,1.100000023841858,13420.1664,512.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.0999999046325684,3318.2783999999997,0.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.7000000476837158,7582.8096,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.3200000524520874,10549.44,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,16,3.2100000381469727,17739.874367999997,256.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,16,2.9000000953674316,15466.1184,256.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.0,4277.3184,0.0,500.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,3,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,4,1.5,2077.92,0.0,0.0,16.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,3.0,0,1,0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.299999952316284,3772.224,0.0,128.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,16,2.7300000190734863,11502.0864,512.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,6.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,32,4.420000076293945,19646.829503999998,512.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,8,2.630000114440918,5818.176,0.0,1000.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.180000066757202,4564.966463999999,128.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.5399999618530273,11956.032000000001,512.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,7,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.180000066757202,4724.8704,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.6,4,1.399999976158142,3932.064,0.0,0.0,32.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.4500000476837158,6559.8336,512.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,5,6.0,0,1,0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.2799999713897705,14558.2272,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.5399999618530273,9385.804799999998,512.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,7,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,1.8600000143051147,1911.6863999999998,128.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,3.0,0,1,0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,16,2.0999999046325684,12141.446399999999,128.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.3,8,2.8299999237060547,5530.463999999999,0.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.9600000381469727,12167.020799999998,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.299999952316284,5031.7632,256.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,1.899999976158142,6041.951999999999,128.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.0,2870.7264,0.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,4.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.2799999713897705,16361.222399999999,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.6200000047683716,4149.4464,0.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.200000047683716,2998.5984,0.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.299999952316284,5438.779775999999,0.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,1.840000033378601,8624.9664,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,5,7.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,4,1.0499999523162842,8215.776,128.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.5,6502.2912,0.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,16,1.2899999618530273,14321.663999999999,512.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.069999933242798,5818.176,0.0,500.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,5,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.2000000476837158,7000.991999999999,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,5,6.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,8,1.3700000047683716,12467.52,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,8,1.559999942779541,5767.0271999999995,256.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.2300000190734863,11367.8208,0.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.380000114440918,6745.248,0.0,500.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.200000047683716,3062.5343999999996,0.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,6.0,0,1,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.0,8874.316799999999,256.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,4,1.440000057220459,4699.296,180.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,8,1.600000023841858,10805.184,256.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,7,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.0,2550.982464,0.0,1000.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,4.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.180000066757202,5834.16,128.0,1000.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.0399999618530273,5364.2303999999995,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,4,1.2799999713897705,10869.119999999999,256.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,4,2.299999952316284,4378.337279999999,0.0,500.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,5,7.0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.1,4,1.649999976158142,2224.9727999999996,0.0,0.0,32.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,3.0,0,1,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,8,2.200000047683716,4277.3184,0.0,1000.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,6.0,0,1,0,0.0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
